peerURI,serverName,host,machine,"search_group","__mv_peerURI","__mv_serverName","__mv_host","__mv_machine","__mv_search_group"
localhost,83ab9769e42e,83ab9769e42e,83ab9769e42e,"dmc_group_indexer",,,,,
localhost,83ab9769e42e,83ab9769e42e,83ab9769e42e,"dmc_group_kv_store",,,,,
localhost,83ab9769e42e,83ab9769e42e,83ab9769e42e,"dmc_group_license_master",,,,,
localhost,83ab9769e42e,83ab9769e42e,83ab9769e42e,"dmc_group_search_head",,,,,
