0	3	 71	1685705436	1685705792	1685705795	
1	sourcetype::splunk_intro_disk_objects	  2	1685705727	1685705727	1685705734	
2	sourcetype::splunk_intro_resource_usage	 15	1685705436	1685705791	1685705794	
3	sourcetype::splunk_metrics_log	 54	1685705761	1685705792	1685705795	
