0	5	274560	1684321422	1684326479	1684326479	
1	sourcetype::_json	  4761	1684321422	1684326478	1684326479	
2	sourcetype::stats-3	 35661	1684321424	1684326479	1684326478	
3	sourcetype::fast-too_small	  1	1684321517	1684321517	1684321554	
4	sourcetype::xml	232795	1684321554	1684326468	1684326470	
5	sourcetype::http-3	  1342	1684321568	1684326171	1684326173	
