0	6	 19086	1684933085	1685695970	1685695970	
1	sourcetype::splunk_disk_objects	406	1684933085	1685695785	1685695788	
2	sourcetype::kvstore	  2220	1684933087	1685695970	1685695970	
3	sourcetype::splunk_resource_usage	 16111	1684933097	1685695969	1685695969	
4	sourcetype::search_telemetry	 78	1684933099	1685695073	1685695073	
5	sourcetype::http_event_collector_metrics	262	1684933159	1685695920	1685695920	
6	sourcetype::splunk_telemetry	  9	1684933687	1685695267	1685695267	
