name,uri,guid,status,version,license,product,build,"rtsearch_enabled","generation_id",site,"master_uri",groups,"searchable_indexes",type,"valid_conn","cluster_id"
83ab9769e42e,"?","3A2CADE8-05FE-4F57-BBB1-71383F3FF5D3",0,"","","","",1,0,default,"?","","",index,,
