user,"status_buckets","max_time","max_count","reduce_freq","sample_ratio","sample_seed","sample_exact","preview_enabled","num_previews","num_previews_finished","result_preview_count",search,pid,"is_events_preview_enabled",provenance,priority,state,done,keywords,"remote_timeline","optimized_search","phase_0_search","phase_1_search",latest,"api_lt","search_lt",now,"events_streamed",streaming,servers,"search_providers","remote_search","normalized_search","search_can_be_event_type","report_search","events_search",label,"is_saved_search","savedsearch_label","can_summarize","lookups_enabled",realtimesearch,batchmodesearch,"time_cursored","column_order","events_sorted",start,error,"bad_request","run_time","scan_count","drop_count",resultcount,count,"available_count","events_istruncated","events_fields_count","remote_search_logs",cursor,"max_cache_miss_bucket_fetch_time","max_cache_miss_bucket_fetch_time_peer","searched_buckets","eliminated_buckets","is_prjob","disk_usage"
"splunk-system-user",0,"8640000.000",500000,10,1,0,0,0,0,0,0,"| archivebuckets",27808,0,scheduler,5,DONE,1,"",0,"| archivebuckets","","archivebuckets  | timeliner  remote=0 partial_commits=0 max_events_per_bucket=500000 fieldstats_update_maxperiod=60 bucket=0","1686071820.000000000","1686071820.000000000","1686071820.000000000",1686071820,1,1,"*","","","",0,"","archivebuckets ","Bucket Copy Trigger",1,"{""owner"":""nobody"",""app"":""splunk_archiver"",""sharing"":""app""}",0,1,0,0,0,,none,1686133767,"",0,"9.649000000000001",0,0,0,0,0,0,0,,0,"0.000","",0,0,0,61440
