peerURI,serverName,host,machine,"search_group","__mv_peerURI","__mv_serverName","__mv_host","__mv_machine","__mv_search_group"
localhost,fa04958be74d,fa04958be74d,fa04958be74d,"dmc_group_indexer",,,,,
localhost,fa04958be74d,fa04958be74d,fa04958be74d,"dmc_group_kv_store",,,,,
localhost,fa04958be74d,fa04958be74d,fa04958be74d,"dmc_group_license_master",,,,,
localhost,fa04958be74d,fa04958be74d,fa04958be74d,"dmc_group_search_head",,,,,
