user,"status_buckets","max_time","max_count","reduce_freq","required_fields","sample_ratio","sample_seed","sample_exact","preview_enabled","num_previews","num_previews_finished","result_preview_count",search,pid,"is_events_preview_enabled",provenance,priority,state,done,keywords,"relevant_fields","remote_timeline","optimized_search","phase_0_search","phase_1_search",latest,"api_lt","search_lt",now,"events_streamed",streaming,servers,"search_providers","remote_search","normalized_search","search_can_be_event_type","report_search","events_search","can_summarize","lookups_enabled",realtimesearch,batchmodesearch,"time_cursored","column_order","events_sorted",start,error,"bad_request","run_time","scan_count","drop_count",resultcount,count,"available_count","events_istruncated","events_fields_count","remote_search_logs",cursor,"max_cache_miss_bucket_fetch_time","max_cache_miss_bucket_fetch_time_peer","searched_buckets","eliminated_buckets","is_prjob"
"splunk-system-user",0,"60.000",50000,10,"*",1,0,0,0,0,0,0," | rest /services/search/distributed/groups splunk_server=local | fields + title, member | where isnotnull(mvfind(member,""localhost:localhost"")) | eval peerURI=""localhost"" | rename title as search_groups | fields + peerURI, search_groups | mvcombine delim="" "" search_groups",2277,0,"",5,DONE,1,"",peerURI,0," | rest /services/search/distributed/groups splunk_server=local | where isnotnull(mvfind(member,""localhost:localhost"")) | fields + title, member | eval peerURI=""localhost"" | rename title as search_groups | fields + peerURI, search_groups | mvcombine delim="" "" search_groups","prerest  splunk_server=""83ab9769e42e"" timeout=60 ""/services/search/distributed/groups?count=0""","rest  /services/search/distributed/groups splunk_server=local  | where  isnotnull(mvfind(member,""localhost:localhost""))  | fields  + title, member  | eval  peerURI=""localhost""  | rename  title as search_groups  | fields  + peerURI, search_groups  | mvcombine  delim="" "" search_groups","1686134023.000000000","1686134023.000000000","1686134023.000000000",1686134023,1,0,"*",83ab9769e42e,"prerest  splunk_server=""83ab9769e42e"" timeout=60 ""/services/search/distributed/groups?count=0""","prerest splunk_server=""83ab9769e42e"" timeout=60 ""/services/search/distributed/groups?count=0""",0,"rest  /services/search/distributed/groups splunk_server=local | where  isnotnull(mvfind(member,""localhost:localhost"")) | fields  + title, member | eval  peerURI=""localhost"" | rename  title as search_groups | fields  + peerURI, search_groups | mvcombine  delim="" "" search_groups","",0,1,0,0,0,"peerURI
search_groups
_*",none,1686134055,"",0,"0.041",0,0,0,0,0,0,0,,0,"0.000","",0,0,0
